	title	url	content	summary	author	time	resource	pdf
1509	Climate change, water and future cooperation and development in the Euphrates-Tigris basin	https://www.cidob.org/en/publications/publication_series/project_papers/cascades/climate_change_water_and_future_cooperation_and_development_in_the_euphrates_tigris_basin		CASCADES Report November 2021	André Mueller, Adrien Detges, Benjamin Pohl, Michelle Helene Reuter, Luca Rochowski, Jan Volkholz, and Eckart Woertz 	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/81052/2610480/version/2/file/Climate%20change%2C%20water%20and%20future%20cooperation%20and%20development%20in%20the%20Euphrates-Tigris%20basin.pdf
1510	EU Exit Regimes in Practice: Case Studies from the Netherlands, Spain, Germany and Denmark	https://www.cidob.org/en/publications/publication_series/project_papers/admigov/eu_exit_regimes_in_practice_case_studies_from_the_netherlands_spain_germany_and_denmark		ADMIGOV Deliverable 2.2 (2021)	Barak Kalir, Martin Lemberg-Pedersen, Arja Oomkens, Janis Geschke, Markus González Beilfuss, Joan-Josep Vallbé, Oliver Joel Halpern & Wendelien Barkema	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/80621/2595840/version/3/file/EU%20Exit%20Regimes%20in%20Practice%20Case%20Studies.pdf
1511	The Impact of Differentiation on EU Governance: Effectiveness, Sustainability and Accountability	https://www.cidob.org/en/publications/publication_series/project_papers/eu_idea/the_impact_of_differentiation_on_eu_governance_effectiveness_sustainability_and_accountability		EU-IDEA Research Paper nº 12 (2021)	Nicoletta Pirozzi and Matteo Bonomi	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/80854/2603712/version/2/file/Research%20Paper%20No.%2012.%20The%20impact%20of%20differentiation%20on%20EU%20Governance.%20Effectiveness%2C%20Sustainability%20and%20Accountability.pdf
1512	The impact of coronavirus country measures on asylum and reception systems in Hungary, Slovakia and Poland	https://www.cidob.org/en/publications/publication_series/project_papers/niem/the_impact_of_coronavirus_country_measures_on_asylum_and_reception_systems_in_hungary_slovakia_and_poland		NIEM Comparative Analysis  2021	Kseniya Homel	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/80979/2608431/version/2/file/The%20impact%20of%20coronavirus%20country%20measures%20on%20asylum.pdf
1513	Europa y el Mediterráneo: ¿qué futuro en común?	https://www.cidob.org/en/publications/publication_series/notes_internacionals/261/europa_y_el_mediterraneo_que_futuro_en_comun		¿Por qué es importante el Mediterráneo?	Haizam Amirah Fernández, investigador principal, Real Instituto Elcano y Eduard Soler i Lecha, investigador sénior, CIDOB 	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79541/2568896/version/14/file/261_HAIZAM%20AMIRAH%20FERN%C3%81NDEZ%20%20EDUARD%20SOLER%20I%20LECHA_CAST.pdf
1514	The Emergence, Uses and Impacts of Narratives on Migration: State of the Art	https://www.cidob.org/en/publications/publication_series/project_papers/bridges/the_emergence_uses_and_impacts_of_narratives_on_migration_state_of_the_art		BRIDGES Working Papers 2 (2021)	Christina Boswell (et. al)	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79803/2574524/version/5/file/WORKING%20PAPERS%20BRIDGES_02.pdf
1515	Not Yet Fit for the World: Piecemeal Buildup of EU Military, Cyber and Intelligence Assets	https://www.cidob.org/en/publications/publication_series/project_papers/joint/not_yet_fit_for_the_world_piecemeal_buildup_of_eu_military_cyber_and_intelligence_assets		JOINT Research Papers No. 4 (November 2021)	Kristi Raik and Contributing authors: Kristine Berzina, Ivo Juurvee, Tony Lawrence and Maurice Turner	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/80875/2604358/version/2/file/JOINT_Reseach%20Paper_4.pdf
1516	Regional Fragmentation and EU Foreign and Security Policy	https://www.cidob.org/en/publications/publication_series/project_papers/joint/regional_fragmentation_and_eu_foreign_and_security_policy		JOINT Research Papers No. 3 (November 2021)	Agnès Levallois and Contributing authors: Assem Dandashly, Nothando Maphalala and Akın Ünver	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/80874/2604321/version/2/file/JOINT%20Reseach%20Paper_3.pdf
1517	Retórica, activismo y políticas públicas.  Las ciudades en la COP 26 de Glasgow	https://www.cidob.org/en/publications/publication_series/opinion/2021/retorica_activismo_y_politicas_publicas_las_ciudades_en_la_cop_26_de_glasgow		A pesar de su creciente visibilidad, la capacidad de las ciudades para incidir en los acuerdos globales, como el adoptado en Glasgow en el marco de la COP26, sigue siendo muy limitada. Por el contrario, su capacidad para actuar puede marcar diferencias. Gestionan competencias y presupuestos críticos para la transición climática.	Agustí Fernández de Losada, investigador sénior y director del Programa Ciudades Globales, CIDOB	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79780/2573456/version/3/file/697_OPINION_AGUSTI%20FERNANDEZ%20DE%20LOSADA_CAST.pdf
1518	City-to-city cooperation for more democratic and inclusive food systems: What has been achieved and what remains to be done?	https://www.cidob.org/en/publications/publication_series/opinion/2021/city_to_city_cooperation_for_more_democratic_and_inclusive_food_systems_what_has_been_achieved_and_what_remains_to_be_done		It is estimated that 80% of all food will be consumed in urban areas by 2050. As a result, cities are increasingly viewed as key drivers of the transition to sustainable food systems that can ensure food security and livelihoods for all while lowering emissions and safeguarding the environment. Municipal governments are indeed engaging with food policies as part of their broader sustainable development agendas and their efforts to transition to a circular economy and strengthen urban–rural interlinkages. City food networks – led by the 	Roberta Sonnino, Professor of Environmental Policy and Planning, School of Geography and Planning, Cardiff University	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79745/2572951/version/3/file/696_OPINION_ROBERTA%20SONNINO_ANG.pdf
1519	Bridging Green and Digital Agendas in Cities to Drive More Ambitious and Inclusive Transitions	https://www.cidob.org/en/publications/publication_series/cidob_policy_brief/bridging_green_and_digital_agendas_in_cities_to_drive_more_ambitious_and_inclusive_transitions		 	Hannah Abdullah, Senior Research Fellow, CIDOB 	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79741/2572720/version/7/file/34_CIDOB%20BRIEFINGS_ANG.pdf
1520	Europe could face strategic shrinkage	https://www.cidob.org/en/publications/publication_series/opinion/2021/europe_could_face_strategic_shrinkage		An intelligent conversation on energy is essential in the European Union. The EU faces the risk of depending on the growing power of major oil and gas producers, while dealing with the looming shortages of gas. The paradox of big oil and gas consumers, who want to pivot to cleaner energy, begging for more fossil fuels and trying to drive down prices simply underlines how messy the energy transition is getting.	Francis Ghilès, Associate Senior Researcher, CIDOB	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79743/2572834/version/5/file/695_OPINION_FRANCIS%20GHILES_ANG.pdf
1521	Europe offers a third way in the technological transformation	https://www.cidob.org/en/publications/publication_series/notes_internacionals/263/europe_offers_a_third_way_in_the_technological_transformation		The EU’s regulatory arsenal	Carme Colomina, Research Fellow, CIDOB 	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79739/2572556/version/6/file/263_CARME%20COLOMINA_ANG.pdf
1522	Historical analysis on the evolution of migration and integration narratives: British-French narratives to restrict immigration from the Global South, 1960s-mid-1980s.	https://www.cidob.org/en/publications/publication_series/project_papers/bridges/historical_analysis_on_the_evolution_of_migration_and_integration_narratives_british_french_narratives_to_restrict_immigration_from_the_global_south_1960s_mid_1980s		BRIDGES Working Papers 1 (2021)	Emmanuel Comte, Senior Research Fellow, CIDOB	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79802/2574487/version/2/file/WORKING%20PAPERS%20BRIDGES_01.pdf
1523	Towards a just urban transition in Europe:  The case of post-pandemic city centre recovery	https://www.cidob.org/en/publications/publication_series/cidob_policy_brief/towards_a_just_urban_transition_in_europe_the_case_of_post_pandemic_city_centre_recovery		The impact of COVID-19 in cities	Eva Garcia Chueca, Senior Research Fellow, CIDOB; Mireia López Álvarez, Researcher and Professor, UPF and Francesc Teodoro,  MSc Candidate en Conflict Studies, LSE, Fundación “la Caixa” Fellow	12/2021	www.cidob.org	https://www.cidob.org/en/content/download/79882/2576603/version/8/file/36_CIDOB%20BRIEFINGS_ANG.pdf
1524	La cooperación bilateral UE-Cuba: desafíos y oportunidades	https://www.cidob.org/en/publications/publication_series/project_papers/foro_europa_cuba_jean_monet_network/la_cooperacion_bilateral_ue_cuba_desafios_y_oportunidades		Working Paper 25	Eduardo Perera Gómez, Profesor Titular de la Universidad de La Habana	12/2021	www.cidob.org	https://www.cidob.org/en/content/download/80235/2585154/version/1/file/Foro%20Europa%20Cuba%20WP%2025.pdf
1525	Migration and Development: Measuring migration aspirations and the impact of refugee assistance in Turkey	https://www.cidob.org/en/publications/publication_series/project_papers/admigov/migration_and_development_measuring_migration_aspirations_and_the_impact_of_refugee_assistance_in_turkey		ADMIGOV Deliverable 6.1 (2021)	Ayşen Üstübici, Eda Kirişçioğlu, Ezgi Elçi	12/2021	www.cidob.org	https://www.cidob.org/en/content/download/80788/2602113/version/3/file/Migration%20and%20Development.%20Measuring%20migration%20aspirations%20and%20the%20impact%20of%20refugee%20assistance%20in%20Turkey..pdf
1526	Aspirations, Decision Making and Networks of Eritrean Refugees in Ethiopia	https://www.cidob.org/en/publications/publication_series/project_papers/admigov/aspirations_decision_making_and_networks_of_eritrean_refugees_in_ethiopia		Admigov Paper, 2021	Legass Asmamaw and Asssen Mohammed 	12/2021	www.cidob.org	https://www.cidob.org/en/content/download/80929/2605944/version/3/file/Paper%202021.%20Aspirations%2C%20Decision%20Making%20and%20Networks%20of%20Eritrean%20Refugees%20in%20Ethiopia.pdf
1527	Comparative analysis of instruments supporting the integration of pupils under international protection in the educational systems of the Czech Republic, Poland and Hungary	https://www.cidob.org/en/publications/publication_series/project_papers/niem/comparative_analysis_of_instruments_supporting_the_integration_of_pupils_under_international_protection_in_the_educational_systems_of_the_czech_republic_poland_and_hungary		NIEM Comparative Analysis 2021	Katarzyna Potoniec	12/2021	www.cidob.org	https://www.cidob.org/en/content/download/80980/2608468/version/2/file/Comparative%20analysis%20of%20instruments%20supporting%20the%20integration%20of%20pupils%20under%20international%20protection%20in%20the%20educational%20systems%20of%20the%20Czech%20Republic%2C%20Poland%20and%20Hungary.pdf
1528	‘Mali is my Eldorado’ The effectiveness of EU-funded information campaigns on migration 	https://www.cidob.org/en/publications/publication_series/project_papers/admigov/mali_is_my_eldorado_the_effectiveness_of_eu_funded_information_campaigns_on_migration		ADMIGOV Deliverable 6.4 (2021)	Fransje Molenaar and Jean-Luc Jucker	12/2021	www.cidob.org	https://www.cidob.org/en/content/download/81128/2612602/version/1/file/Molenaar_2021_Mali_is_my_Eldorado.pdf
1529	Climate justice at COP26 in Glasgow: Between disappointment and tentative hope	https://www.cidob.org/en/publications/publication_series/opinion/2021/climate_justice_at_cop26_in_glasgow_between_disappointment_and_tentative_hope		The issue of climate justice took centre stage in Glasgow, both inside negotiating rooms and on the streets. However, with developed countries failing to deliver on the $100 billion goal and resisting the creation of a dedicated loss and damage financing facility, trust between high-emitting nations and climate victims was badly damaged. Still, the Glasgow Pact text offers some cause for cautious optimism that climate justice will become more prominent on the UNFCCC agenda moving forward. A delivery plan for increased climate finance was devised, more support is promised for technical assistance with loss and damage, and a “dialogue” on loss and damage financing will be initiated. Further, some advances were made on broader	Hannah Abdullah, Senior Research Fellow, CIDOB	12/2021	www.cidob.org	https://www.cidob.org/en/content/download/79821/2574993/version/7/file/699_OPINION_HANNAH%20ABDULLAH_ANG.pdf
